video,frame,time_s,arena_cx,arena_cy,arena_r,food_x,food_y,leech_idx,ant_x,ant_y,post_x,post_y,mid_x,mid_y,heading_am_rad,food_dir_rad,food_align_deg,body_align_deg,is_straight
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,7,568.9344716810269,352.927856749817,555.6433354864503,184.85929583775143,520.4861365201508,278.7547418575024,-0.9921894199106627,-0.9244581211792304,3.880717558250854,53.67910241724071,False
IMG_2855_dish0.mp4,40776,1359.8345894750885,547.800048828125,487.8000030517578,423.7200241088867,637.4534115028546,433.79278131423393,8,724.1406427273732,181.42932520689297,505.90876133900224,153.56081383116776,587.7993101507486,160.42075509288475,-0.15288562328689775,-1.391119538783589,70.94557740791902,3.97123441225266,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,0,280.36006009337723,723.6711660413712,326.9638320324102,706.9772775855981,308.8787862053228,715.3242218134847,-2.8568622150670806,,,8.461288142571403,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,1,342.26656311686884,487.86999160357743,388.1747563702446,669.0682392172803,362.7861343437565,586.9899543097297,1.7749303291273817,,,5.491973694008537,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,2,280.36006009337723,577.2518527105287,338.7886696885828,621.0733099069329,315.8345730618949,597.0758452517591,2.6320003887808694,,,17.07554397399242,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,3,230.9962544376002,357.4155888583625,179.5042013334816,431.68297314314896,209.21115504739615,388.11277436274094,0.9536049352545343,,,1.0755849098601105,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,4,836.0278935207318,449.50714348278046,836.0278935207318,448.5169116923166,837.0181253111957,448.5169116923166,-2.3561944901923737,,,135.00000000000165,False
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,5,591.7507879419875,950.6037971465428,390.3807584442257,940.170116861685,483.2404917520862,972.1667364019164,0.19616247745459467,,,30.251664429554562,False
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,6,364.2965365047035,902.9566571790244,430.0287222993097,860.178568011106,396.29315604493513,892.8707662369948,-2.8362340735011524,,,26.604382407908936,False
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,7,122.58295650593396,712.7158866517776,299.6077320056936,850.4404664119048,205.0090307563132,788.8817527312419,2.3956476912893847,,,9.686024138842445,True
IMG_2855_dish0.mp4,6091,203.1281264590142,505.8000183105469,615.0000152587891,421.3200454711914,,,8,523.8619006562079,977.5558579351168,660.890901730678,972.6868071355163,598.2888200215292,962.600916193487,-2.943298621385094,,,20.513750197362288,False
IMG_2855_dish0.mp4,24920,831.0544920963116,544.9312591552734,484.8235340118408,421.22526454925537,624.1720832859005,437.40283858863813,0,399.120882144159,341.8212473701378,295.7189789168723,452.1745390496791,319.17991494323144,394.82558431857893,0.5854900460207234,-0.1387047270606279,41.49330404299578,34.20486775887986,False
IMG_2855_dish0.mp4,24920,831.0544920963116,544.9312591552734,484.8235340118408,421.22526454925537,624.1720832859005,437.40283858863813,1,619.1021760242584,769.2425025077207,441.4796635579166,638.8450231177476,495.04835779379744,740.3436016699429,-0.22887267336789577,1.1678807328048713,80.02807519422159,49.062465385890086,False
IMG_2855_dish0.mp4,24920,831.0544920963116,544.9312591552734,484.8235340118408,421.22526454925537,624.1720832859005,437.40283858863813,2,401.3031428810059,737.5241967101597,415.400167679922,780.5201223468534,449.2330271973205,768.5376512677749,2.5672878234150933,1.0847646104906006,84.94232313074814,127.59230857035011,False
