entity,treatment,low_confidence,dom_freq_hz,period_s,steps_per_min,n_steps,ext_contr_amp_cm,median_body_len_cm,mean_speed_cm_s,pct_time_moving,duration_min
dish1,Veh+Food,False,0.18304443359375,5.463154384794931,3.9048951765933775,325,1.003008102978999,1.1375133205763093,0.14902835077147109,44.70971532339903,83.22886666666666
dish2,DA+Food,False,0.16840087890625,5.938211287820578,3.604518624547733,300,1.2353171863285173,1.1324717701284046,0.1080196557461891,38.593574747636595,83.22886666666666
dish3,Veh+NoFood,False,0.19768798828124998,5.05847628221753,1.0933706494461457,91,0.6689646913515871,0.8833450519207587,0.03502285562394046,10.519815200555467,83.22886666666666
dish4_leech0,DA+NoFood L0,True,0.17572265625,5.690785817494721,6.428058213776791,535,0.7118923558021005,0.7569701194172717,0.16177018038234386,63.5081183571009,83.22886666666666
dish4_leech1,DA+NoFood L1,True,0.19768798828124998,5.05847628221753,8.746965195569166,728,0.22106704289477377,0.3655215801543877,0.11114697695914752,63.36524595417401,83.22886666666666
