video,label,n_with_food,mean_food_align_deg,median_food_align_deg,frac_within_30,frac_within_45,frac_within_90,circular_mean_deg,resultant_R,rayleigh_p
IMG_2855_dish0.mp4,2855,121,54.30161076304768,48.583083553574205,0.36363636363636365,0.47107438016528924,0.8099173553719008,7.208393245963399,0.4751700941915487,0.0
IMG_2857_dish0.mp4,2857,144,85.03242505066812,92.37677866040539,0.1875,0.2708333333333333,0.4930555555555556,-21.426889732919822,0.06167085795143151,0.5790916714228793
PXL_20260602_183730315.TS_dish0.mp4,PXL1-d0,104,36.992002014346546,25.11821081310613,0.5673076923076923,0.7019230769230769,0.9326923076923077,-8.964782584271246,0.7040655660244906,0.0
PXL_20260602_183730315.TS_dish1.mp4,PXL1-d1,115,66.59155470239595,82.75864174582037,0.2608695652173913,0.34782608695652173,0.6521739130434783,7.260664298611346,0.3072153104478982,1.5291920785182486e-05
PXL_20260602_210739662.TS_dish1.mp4,PXL2-d1,193,46.560790519620454,41.40721012432165,0.37823834196891193,0.5284974093264249,0.9015544041450777,-3.837702455602413,0.6065346523894339,0.0
