entity,video,treatment,leech,low_conf,total_head_path_cm,total_tail_path_cm,mean_speed_cms,median_speed_cms,pct_time_moving,n_bouts,mean_bout_dur_s,body_length_cm,head_tail_path_ratio
Video1_dish0_L0,Video1_dish0.mp4,Dopamine,L0,True,176.9338854033699,75.38897557212833,0.05112213207391981,0.037714588718655906,38.89753031553552,2834,0.2704971287771059,0.05054916280798346,2.3469464077554494
Video1_dish0_L1,Video1_dish0.mp4,Dopamine,L1,True,219.82113040510882,36.12569769171281,0.05638278871409058,0.03779806259301187,40.140308551837975,2584,0.31184285370665354,0.11989338157351787,6.0848964712323195
Video1_dish1_L0,Video1_dish1.mp4,Dopamine+Food,L0,True,237.58488867706026,50.81579737881884,0.05865550157985281,0.044719229660794474,45.37330963113453,3022,0.29787118538740803,0.10313144213636594,4.6754139644001915
Video1_dish1_L1,Video1_dish1.mp4,Dopamine+Food,L1,True,232.82929432903893,41.94264463627421,0.05880213558996306,0.043963480941795,44.90191098977843,2838,0.3182291677681614,0.07836228454068406,5.5511352788583075
Video2_dish0_L0,Video2_dish0.mp4,Food,L0,False,31.254658968466153,8.885528606973475,0.007564064691001964,0.004419035032399826,1.5087871019550916,103,0.2884456631174792,0.12265483463341505,3.5174788525172382
Video2_dish0_L1,Video2_dish0.mp4,Food,L1,False,23.665446759662977,9.42863602966277,0.006231848097218207,0.004230467074224186,0.7783302961979183,54,0.2933076457584627,0.09493093208893767,2.5099544287435402
Video2_dish1_L0,Video2_dish1.mp4,Veh+Food,L0,True,190.6675406398349,121.10236379076325,0.06521647895681495,0.024293630827106772,23.376162090372794,1624,0.28221640382590585,0.18730883797101622,1.5744328572253479
Video2_dish1_L1,Video2_dish1.mp4,Veh+Food,L1,True,213.14882752521086,123.52885339921596,0.07092546433217983,0.0264840897910244,28.728727182876735,1890,0.3054633731526029,0.13534058233417354,1.725498307965058
